domain,service_layer,supplier,supplier_type,indicator,evidence_source,evidence_value,jurisdiction_group,parent_company_country,data_risk,typical_data,personal_data_likelihood,public_service_layer,confidence,verification_needed,verification_question
readspeaker.com,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,hosting_hint,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
readspeaker.com,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,network_provider_hint,"Cloudflare, Google","US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
readspeaker.com,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,server_header,cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
readspeaker.com,frontend_scripts,ReadSpeaker,accessibility / text-to-speech,readspeaker,spf,v=spf1 include:_spf1.readspeaker.com include:_spf.google.com include:_spf.salesforce.com include:aspmx.pardot.com include:spf.eu.exclaimer.net  -all,EU supplier with international presence,NL/International,low/medium,"requested page text, IP address, browser metadata possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke gegevens worden door ReadSpeaker verwerkt en waar worden logs opgeslagen?
readspeaker.com,frontend_scripts,ReadSpeaker,accessibility / text-to-speech,readspeaker,spf_includes,"_spf.google.com, _spf.salesforce.com, _spf1.readspeaker.com, aspmx.pardot.com, spf.eu.exclaimer.net",EU supplier with international presence,NL/International,low/medium,"requested page text, IP address, browser metadata possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke gegevens worden door ReadSpeaker verwerkt en waar worden logs opgeslagen?
readspeaker.com,frontend_scripts,ReadSpeaker,accessibility / text-to-speech,readspeaker,tracker_hints,"googletagmanager.com, hotjar.com, readspeaker, youtube.com",EU supplier with international presence,NL/International,low/medium,"requested page text, IP address, browser metadata possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke gegevens worden door ReadSpeaker verwerkt en waar worden logs opgeslagen?
huizen.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,10 huizen-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"A, direct gemeentelijk",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizen.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,10 huizen-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"A, direct gemeentelijk",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
huizen.nl,mx_spf,Formulierenserver,forms / e-government SaaS,formulierenserver.nl,supplier_indicators.indicator,_spf.formulierenserver.nl,NL/EU supplier,NL,high,"form submissions, contact details, potentially sensitive citizen data",Mogelijk,"A, direct gemeentelijk",hoog,ja,"Welke formulieren lopen via Formulierenserver, waar worden inzendingen, bijlagen en logs opgeslagen?"
huizen.nl,mx_spf,Zivver,secure email,zivver.com,supplier_indicators.indicator,_spf.zivver.com,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Mogelijk,"A, direct gemeentelijk",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
huizen.nl,mx_spf,Flowmailer,transactional email,flowmailer.net,supplier_indicators.indicator,spf.flowmailer.net,NL/EU supplier,NL,medium/high,"email content, recipient metadata, delivery logs",Mogelijk,"A, direct gemeentelijk",hoog,ja,"Welke mailstromen lopen via Flowmailer en waar worden inhoud, metadata en logs verwerkt?"
huizen.nl,network_hosting,SIMgroep,municipal website / CMS / CDN,simgroep,supplier_indicators.indicator,spf.simgroephosting.nl,NL/EU supplier,NL,medium/high,"website content, forms, usage logs, citizen interactions possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,"Welke SIMgroep-diensten worden gebruikt en welke hosting, CDN, logging en subverwerkers zijn van toepassing?"
huizen.nl,network_hosting,SIMgroep,municipal website / CMS / CDN,simgroep,supplier_indicators.supplier_name,SIMgroep,NL/EU supplier,NL,medium/high,"website content, forms, usage logs, citizen interactions possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,"Welke SIMgroep-diensten worden gebruikt en welke hosting, CDN, logging en subverwerkers zijn van toepassing?"
huizen.nl,mx_spf,TOPdesk,service management / SaaS,topdesk.net,supplier_indicators.indicator,spf.topdesk.net,NL/EU supplier,NL,medium/high,"tickets, contact details, internal service data",Mogelijk,"A, direct gemeentelijk",hoog,ja,"Welke TOPdesk-omgeving wordt gebruikt, waar staat deze gehost en welke subverwerkers gelden?"
huizen.nl,frontend_scripts,ReadSpeaker,accessibility / text-to-speech,readspeaker,supplier_indicators.indicator,readspeaker,EU supplier with international presence,NL/International,low/medium,"requested page text, IP address, browser metadata possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,Welke gegevens worden door ReadSpeaker verwerkt en waar worden logs opgeslagen?
huizen.nl,frontend_scripts,Siteimprove,analytics / accessibility / quality monitoring,siteimprove,supplier_indicators.indicator,siteimprove,EU supplier with international presence,DK/US presence,medium,"website usage, quality metrics, browser metadata possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,Welke Siteimprove-modules zijn actief en worden persoonsgegevens of identifiers verwerkt?
huizen.nl,frontend_scripts,YouTube,embedded media,youtube.com,supplier_indicators.indicator,youtube.com,US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
www.huizen.nl,network_hosting,SIMgroep,municipal website / CMS / CDN,simgroep,supplier_indicators.supplier_name,SIMgroep CDN,NL/EU supplier,NL,medium/high,"website content, forms, usage logs, citizen interactions possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,"Welke SIMgroep-diensten worden gebruikt en welke hosting, CDN, logging en subverwerkers zijn van toepassing?"
www.huizen.nl,frontend_scripts,ReadSpeaker,accessibility / text-to-speech,readspeaker,supplier_indicators.indicator,readspeaker,EU supplier with international presence,NL/International,low/medium,"requested page text, IP address, browser metadata possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,Welke gegevens worden door ReadSpeaker verwerkt en waar worden logs opgeslagen?
www.huizen.nl,frontend_scripts,Siteimprove,analytics / accessibility / quality monitoring,siteimprove,supplier_indicators.indicator,siteimprove,EU supplier with international presence,DK/US presence,medium,"website usage, quality metrics, browser metadata possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,Welke Siteimprove-modules zijn actief en worden persoonsgegevens of identifiers verwerkt?
www.huizen.nl,frontend_scripts,YouTube,embedded media,youtube.com,supplier_indicators.indicator,youtube.com,US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
formulieren.huizen.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,supplier_indicators.indicator,fonts.googleapis.com,US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Waarschijnlijk,"A, direct gemeentelijk",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
maatschappelijkezaken.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,0 maatschappelijkezaken-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
maatschappelijkezaken.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,0 maatschappelijkezaken-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
maatschappelijkezaken.nl,network_hosting,SIMgroep,municipal website / CMS / CDN,simgroep,supplier_indicators.supplier_name,SIMgroep CDN,NL/EU supplier,NL,medium/high,"website content, forms, usage logs, citizen interactions possible",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,"Welke SIMgroep-diensten worden gebruikt en welke hosting, CDN, logging en subverwerkers zijn van toepassing?"
maatschappelijkezaken.nl,frontend_scripts,ReadSpeaker,accessibility / text-to-speech,readspeaker,supplier_indicators.indicator,readspeaker,EU supplier with international presence,NL/International,low/medium,"requested page text, IP address, browser metadata possible",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,Welke gegevens worden door ReadSpeaker verwerkt en waar worden logs opgeslagen?
maatschappelijkezaken.nl,frontend_scripts,Siteimprove,analytics / accessibility / quality monitoring,siteimprove,supplier_indicators.indicator,siteimprove,EU supplier with international presence,DK/US presence,medium,"website usage, quality metrics, browser metadata possible",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,Welke Siteimprove-modules zijn actief en worden persoonsgegevens of identifiers verwerkt?
belastingenhbl.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,0 belastingenhbl-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
belastingenhbl.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,0 belastingenhbl-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
belastingenhbl.nl,network_hosting,SIMgroep,municipal website / CMS / CDN,simgroep,supplier_indicators.supplier_name,SIMgroep CDN,NL/EU supplier,NL,medium/high,"website content, forms, usage logs, citizen interactions possible",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,"Welke SIMgroep-diensten worden gebruikt en welke hosting, CDN, logging en subverwerkers zijn van toepassing?"
belastingenhbl.nl,frontend_scripts,ReadSpeaker,accessibility / text-to-speech,readspeaker,supplier_indicators.indicator,readspeaker,EU supplier with international presence,NL/International,low/medium,"requested page text, IP address, browser metadata possible",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,Welke gegevens worden door ReadSpeaker verwerkt en waar worden logs opgeslagen?
belastingenhbl.nl,frontend_scripts,Siteimprove,analytics / accessibility / quality monitoring,siteimprove,supplier_indicators.indicator,siteimprove,EU supplier with international presence,DK/US presence,medium,"website usage, quality metrics, browser metadata possible",Waarschijnlijk,"B, uitvoeringssite",hoog,ja,Welke Siteimprove-modules zijn actief en worden persoonsgegevens of identifiers verwerkt?
ris.gemeenteraadhuizen.nl,frontend_scripts,ReadSpeaker,accessibility / text-to-speech,readspeaker,supplier_indicators.indicator,cdn1.readspeaker.com,EU supplier with international presence,NL/International,low/medium,"requested page text, IP address, browser metadata possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,Welke gegevens worden door ReadSpeaker verwerkt en waar worden logs opgeslagen?
ris.gemeenteraadhuizen.nl,frontend_scripts,YouTube,embedded media,youtube.com,supplier_indicators.indicator,youtube.com,US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Mogelijk,"A, direct gemeentelijk",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
sro.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,spf.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
sro.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,spf.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
sro.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,supplier_indicators.indicator,ajax.googleapis.com,US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
sro.nl,frontend_scripts,Google Analytics,analytics,google-analytics.com,supplier_indicators.indicator,google-analytics.com,US supplier,US,high,"analytics identifiers, browser metadata, usage data",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Wordt Google Analytics gebruikt, hoe is IP-anonimisering ingericht, en welke doorgiftewaarborgen bestaan?"
sro.nl,frontend_scripts,YouTube,embedded media,youtube.com,supplier_indicators.indicator,youtube.com,US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
sro.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
regiogv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,10 regiogv-nl.mail.eo.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
regiogv.nl,mx_spf,Zivver,secure email,zivver.com,supplier_indicators.indicator,_spf.zivver.com,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
regiogv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,spf.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
regiogv.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,supplier_indicators.indicator,fonts.googleapis.com,US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
regiogv.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,www.googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
gad.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,10 gad-nl.mail.eo.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gad.nl,mx_spf,Zivver,secure email,zivver.com,supplier_indicators.indicator,_spf.zivver.com,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
gad.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,spf.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
gad.nl,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,supplier_indicators.indicator,fonts.googleapis.com,US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
gad.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,www.googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
gad.nl,frontend_scripts,YouTube,embedded media,youtube.com,supplier_indicators.indicator,youtube.com,US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
vrgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,0 vrgooienvechtstreek-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
vrgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,0 vrgooienvechtstreek-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
tomingroep.nl,mx_spf,Zivver,secure email,zivver.com,supplier_indicators.indicator,_spf.zivver.com,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
tomingroep.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,spf.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
tomingroep.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,spf.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
tomingroep.nl,mx_spf,TOPdesk,service management / SaaS,topdesk.net,supplier_indicators.indicator,spf.topdesk.net,NL/EU supplier,NL,medium/high,"tickets, contact details, internal service data",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke TOPdesk-omgeving wordt gebruikt, waar staat deze gehost en welke subverwerkers gelden?"
tomingroep.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,www.googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
tomingroep.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.indicator,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
tomingroep.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.supplier_name,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
dekringloper.nl,mx_spf,Zivver,secure email,zivver.com,supplier_indicators.indicator,_spf.zivver.com,NL/EU supplier,NL,medium/high,"secure email content, recipient metadata, access logs",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke berichtenstromen lopen via Zivver en welke subverwerkers en hostinglocaties worden gebruikt?
dekringloper.nl,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,www.googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
ofgv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,0 ofgv-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
ofgv.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,0 ofgv-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
ofgv.nl,mx_spf,TOPdesk,service management / SaaS,topdesk.net,supplier_indicators.indicator,spf.topdesk.net,NL/EU supplier,NL,medium/high,"tickets, contact details, internal service data",Mogelijk,"C, verbonden partij of samenwerking",hoog,ja,"Welke TOPdesk-omgeving wordt gebruikt, waar staat deze gehost en welke subverwerkers gelden?"
archiefgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,spf.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
archiefgooienvechtstreek.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,spf.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
archiefgooienvechtstreek.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.indicator,cdnjs.cloudflare.com,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
archiefgooienvechtstreek.nl,network_hosting,Cloudflare,CDN/WAF/DNS,cloudflare,supplier_indicators.supplier_name,Cloudflare,"US supplier, global edge",US,medium/high,"IP address, headers, request metadata, security logs",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Cloudflare-diensten worden gebruikt, waar worden logs verwerkt en welke dataverwerkingsafspraken gelden?"
archiefgooienvechtstreek.nl,frontend_scripts,Siteimprove,analytics / accessibility / quality monitoring,siteimprove,supplier_indicators.indicator,siteimproveanalytics.com,EU supplier with international presence,DK/US presence,medium,"website usage, quality metrics, browser metadata possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke Siteimprove-modules zijn actief en worden persoonsgegevens of identifiers verwerkt?
metropoolregioamsterdam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,0 metropoolregioamsterdam-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
metropoolregioamsterdam.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,0 metropoolregioamsterdam-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
bngbank.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,protection.outlook.com,supplier_indicators.indicator,5 bngbank-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
bngbank.nl,mx_spf,Microsoft 365 / Exchange Online,mail/cloud,outlook.com,supplier_indicators.indicator,5 bngbank-nl.mail.protection.outlook.com,"US supplier, EU region possible",US,high,"email content, email metadata, account identifiers",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,"Welke Microsoft 365 tenantregio, workloads, logginglocaties, supporttoegang en subverwerkers zijn van toepassing?"
bngbank.nl,frontend_scripts,YouTube,embedded media,youtube.com,supplier_indicators.indicator,youtube.com,US supplier,US,medium/high,"browser metadata, viewing data, cookies possible",Te beoordelen,"D, leverancier of te verifieren",hoog,ja,Worden YouTube embeds privacyvriendelijk geladen en is toestemming of een alternatief ingericht?
randmeren.com,frontend_scripts,Cookiebot / Usercentrics,cookie consent management,cookiebot,supplier_indicators.indicator,consent.cookiebot.com,EU supplier,DE/DK,low/medium,"consent preferences, browser metadata possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke consentgegevens worden opgeslagen, waar en met welke subverwerkers?"
randmeren.com,frontend_scripts,Google APIs,frontend / API / SaaS,googleapis.com,supplier_indicators.indicator,fonts.googleapis.com,US supplier,US,medium,"browser metadata, IP address, request metadata, usage data possible",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,"Welke Google-diensten worden geladen, met welk doel, en is lokaal hosten of Europese alternatieven mogelijk?"
randmeren.com,frontend_scripts,Google Tag Manager,tag management / analytics enabler,googletagmanager.com,supplier_indicators.indicator,www.googletagmanager.com,US supplier,US,high,"browser metadata, event data, tags loaded by configuration",Te beoordelen,"C, verbonden partij of samenwerking",hoog,ja,Welke tags zijn actief binnen Google Tag Manager en welke persoonsgegevens of identifiers worden verwerkt?
